broker, subs, notifs, notif_speed, entities, avg_delay, throughput
SILBOPS,100,100000,1000,20,249242.0,999.7044276734516
SILBOPS,100,100000,1000,20,109406.0,999.6845798998542
SILBOPS,100,100000,1000,20,242637.0,999.6355828704251
SILBOPS,200,100000,1000,20,143540.0,999.6754492078011
SILBOPS,200,100000,1000,20,152466.0,999.6943494079253
SILBOPS,200,100000,1000,20,150350.0,999.7041711862736

SILBOPS,100,100000,1000,10,216818.0,999.6652324173173
SILBOPS,100,100000,1000,10,231311.0,999.7042499285272
SILBOPS,100,100000,1000,10,177410.0,999.6745947225181
SILBOPS,100,100000,1000,50,213870.0,999.6940568067425
SILBOPS,100,100000,1000,50,136969.0,999.6746941632247
SILBOPS,100,100000,1000,50,204243.0,999.694295153099
SILBOPS,100,100000,1000,100,192330.0,999.6849525459772
SILBOPS,100,100000,1000,100,132616.0,999.684598553096
SILBOPS,100,100000,1000,100,107933.0,999.6846731440057

SILBOPS,100,1000,1000,10,804488.0,593.1642778390299
SILBOPS,100,1000,1000,10,1027517.0,644.5358401880142
SILBOPS,100,1000,1000,10,959682.0,661.8093503339404
SILBOPS,100,10000,1000,10,2266325.0,996.1610486891385
SILBOPS,100,10000,1000,10,2169218.0,991.8367346938775
SILBOPS,100,10000,1000,10,2118266.0,996.5199398043641
SILBOPS,100,100000,1000,10,201563.0,999.6743860203064
SILBOPS,100,100000,1000,10,116272.0,999.71421814025
SILBOPS,100,100000,1000,10,228453.0,999.684778754088
SILBOPS,100,200000,1000,10,87151.0,999.8420057371667
SILBOPS,100,200000,1000,10,101576.0,999.8422230768472
SILBOPS,100,200000,1000,10,196111.0,999.832268567623


# =================================================================
Máximo throughput del CB con 1 subscripción globañ: 2576.8506517326546 notf/sSILBOPS_MOCKED_CB,1,1000,1000,10,710395.0,709.7966728280961


SILBOPS_MOCKED_CB,1,1000,1000,10,257553.0,612.6270733012307
SILBOPS_MOCKED_CB,1,100000,1000,10,7676.0,999.6949569495696
SILBOPS_MOCKED_CB,1,100000,2000,10,8748.0,1998.8269336044423
SILBOPS_MOCKED_CB,1,100000,5000,10,10878.0,4537.739100465276
SILBOPS_MOCKED_CB,1,100000,10000,10,17990.0,4843.8265828989
SILBOPS_MOCKED_CB,100,100000,10000,10,7273996.0,3344.3417663990303
SILBOPS_MOCKED_CB,1000,100000,10000,10,1.0349395E7,2991.533649698016
SILBOPS_MOCKED_CB,1000,100000,10000,10,3148420.0,3468.027427842449
SILBOPS_MOCKED_CB,1000,100000,10000,10,12285.0,3542.093142272262
SILBOPS_MOCKED_CB,1000,100000,10000,10,1.2478315E7,3618.0277248538205
SILBOPS_MOCKED_CB,1000,100000,10000,10,1.4180036E7,2422.8861206041233
SILBOPS_MOCKED_CB,1000,100000,10000,10,1.6516424E7,2191.7450365726236
SILBOPS_MOCKED_CB,1000,10000,1000,10,2659534.0,996.6423637759018
SILBOPS_MOCKED_CB,10000,100000,10000,10,1.0567963E8,512.6534158792223
SILBOPS_MOCKED_CB,1000,100000,10000,10,2.2624427E7,2340.595601647845
SILBOPS_MOCKED_CB,1000,100000,10000,10,2.0115142E7,2563.286855286314
SILBOPS_MOCKED_CB,1000,100000,10000,10,2.5640091E7,1721.3342384596394
SILBOPS_MOCKED_CB,1000,100000,10000,10,5682387.0,6104.734197302301
SILBOPS_MOCKED_CB,1000,100000,10000,10,86013.0,6386.135872875256
SILBOPS_MOCKED_CB,10000,100000,10000,10,9544657.0,3953.8619275461388
SILBOPS_MOCKED_CB,100,100000,100000,10,64294.0,8314.263920671243
SILBOPS_MOCKED_CB,100,100000,100000,10,74211.0,8178.660588299143
SILBOPS_MOCKED_CB,100,200000,100000,10,32675.0,11263.997657908221
SILBOPS_MOCKED_CB,100,1000000,100000,10,25171.0,13471.123879521254
SILBOPS_MOCKED_CB,1,1000000,100000,10,14012.0,13818.44251276996
SILBOPS_MOCKED_CB,1,1000000,20000,10,11456.0,12360.919642460085
SILBOPS_MOCKED_CB,1,1000000,20000,10,14907.0,12359.360364732036
